rights_id,version_id,client_id,region_id,rights_type,start_date,end_date,is_active,territorial_restrictions,exclusivity_window_days
0e9e9135-b5cc-4003-bbd8-41b7b3ad43fb,VER_TITLE_000007_001,CLIENT_00087,REG_041,Territorial,2025-01-26T22:32:42.185236,2026-04-01T22:32:42.185236,False,Country-specific,
754405e4-f586-4382-b594-291ece4ac408,VER_TITLE_000007_002,CLIENT_00021,REG_018,Territorial,2024-03-21T22:32:42.185289,2025-03-13T22:32:42.185289,False,Country-specific,139.0
ae7a2b0c-ea13-46e8-a1e6-7eb3f231bbe0,VER_TITLE_000007_002,CLIENT_00066,REG_015,Territorial,2025-11-05T22:32:42.185322,2026-11-05T22:32:42.185322,True,Regional,59.0
431696c3-ce9c-4553-833c-daaca299c698,VER_TITLE_000007_002,CLIENT_00187,REG_020,Windowed,2025-08-09T22:32:42.185351,2027-02-16T22:32:42.185351,True,Country-specific,103.0
e9118628-96d8-43a6-b6c5-d9d22c60cc8a,VER_TITLE_000007_003,CLIENT_00171,REG_013,Windowed,2025-06-20T22:32:42.185404,2027-01-23T22:32:42.185404,True,Country-specific,
60eed839-bf7a-4546-ac69-49281d9ef642,VER_TITLE_000007_003,CLIENT_00080,REG_045,Territorial,2024-12-11T22:32:42.185435,2026-08-07T22:32:42.185435,True,None,
9643b457-6795-4514-be06-835977422521,VER_TITLE_000007_003,CLIENT_00132,REG_045,Windowed,2024-02-26T22:32:42.185463,2025-02-07T22:32:42.185463,False,Regional,
588b710f-d204-43b3-a4db-d9263933a4e7,VER_TITLE_000007_003,CLIENT_00003,REG_017,Windowed,2024-09-09T22:32:42.185490,2025-02-13T22:32:42.185490,False,Regional,58.0
c7735fd9-4c3f-42e9-b04a-8b1a78a4cbd1,VER_TITLE_000007_003,CLIENT_00081,REG_011,Windowed,2025-04-08T22:32:42.185516,2026-08-31T22:32:42.185516,True,None,145.0
36ca90c8-9e7c-4eba-ae97-0b02bf043a1c,VER_TITLE_000007_004,CLIENT_00084,REG_033,Non-exclusive,2025-11-04T22:32:42.185578,2027-09-08T22:32:42.185578,True,None,153.0
372b1b46-8c33-46a6-9e59-7ac99ee45a3a,VER_TITLE_000007_004,CLIENT_00129,REG_018,Territorial,2024-08-22T22:32:42.185615,2026-06-23T22:32:42.185615,True,None,116.0
1babd2f4-4c50-464a-88de-699c7049d8aa,VER_TITLE_000008_000,CLIENT_00197,REG_045,Windowed,2024-02-24T22:32:42.185669,2025-05-12T22:32:42.185669,False,Regional,
d97a54cd-e68d-4b90-98b3-0988337b1060,VER_TITLE_000008_000,CLIENT_00173,REG_041,Windowed,2024-04-05T22:32:42.185702,2025-11-03T22:32:42.185702,False,Country-specific,
9af53c81-e534-47c5-827c-cb8d478f31d1,VER_TITLE_000008_000,CLIENT_00045,REG_014,Windowed,2023-07-08T22:32:42.185731,2024-04-04T22:32:42.185731,False,Country-specific,208.0
ff656680-ccca-4e11-aed8-b5f0a2d068b6,VER_TITLE_000008_000,CLIENT_00041,REG_018,Exclusive,2024-07-12T22:32:42.185774,2026-05-03T22:32:42.185774,False,Country-specific,
a91b4c43-864f-4ad6-93af-e370f13248cb,VER_TITLE_000008_000,CLIENT_00102,REG_021,Non-exclusive,2025-04-03T22:32:42.185803,2025-08-03T22:32:42.185803,False,Country-specific,
df606ca8-f17c-4acf-ab42-f8df4ea856dc,VER_TITLE_000009_000,CLIENT_00047,REG_002,Non-exclusive,2026-01-01T22:32:42.185859,2027-01-10T22:32:42.185859,True,None,
6eda607e-3494-4ea9-ac2a-807c3fcb8490,VER_TITLE_000009_000,CLIENT_00058,REG_021,Exclusive,2025-05-09T22:32:42.185892,2026-12-23T22:32:42.185892,True,None,301.0
dc141f1b-118b-418d-8eac-0ef320a656f0,VER_TITLE_000009_000,CLIENT_00189,REG_014,Territorial,2023-07-10T22:32:42.185921,2024-10-25T22:32:42.185921,False,None,
02d2a4bb-ac01-4c4e-8f88-9ed2335eb68d,VER_TITLE_000009_000,CLIENT_00073,REG_008,Windowed,2023-07-03T22:32:42.186042,2023-12-22T22:32:42.186042,False,Country-specific,287.0
78bf0c84-c4c0-458d-9e36-6a5cfa5fb48b,VER_TITLE_000009_000,CLIENT_00135,REG_039,Non-exclusive,2023-12-05T22:32:42.186157,2025-07-07T22:32:42.186157,False,Regional,
6aaee268-dbfe-4bcf-bf84-4456a425d5ee,VER_TITLE_000009_001,CLIENT_00088,REG_023,Exclusive,2024-02-12T22:32:42.186247,2024-07-15T22:32:42.186247,False,Regional,
677e67d2-4490-45d0-8f9e-2816d131e510,VER_TITLE_000009_001,CLIENT_00062,REG_028,Windowed,2024-06-09T22:32:42.186279,2025-06-29T22:32:42.186279,False,Regional,
05332e73-7495-4b34-8d0d-0904bc9a4869,VER_TITLE_000009_001,CLIENT_00108,REG_038,Territorial,2026-02-17T22:32:42.186304,2026-12-26T22:32:42.186304,True,None,
85a3df54-68d3-4bf8-b20f-9bbec186bdab,VER_TITLE_000010_000,CLIENT_00111,REG_040,Windowed,2024-12-10T22:32:42.186352,2025-04-17T22:32:42.186352,False,Country-specific,
9ff4944a-82b8-4275-bae4-564bf766cdc9,VER_TITLE_000010_000,CLIENT_00117,REG_004,Windowed,2023-07-04T22:32:42.186380,2023-12-25T22:32:42.186380,False,None,266.0
f817faa1-c7fe-4fc9-a467-17a9c31ab1a3,VER_TITLE_000010_001,CLIENT_00001,REG_001,Non-exclusive,2025-09-29T22:32:42.186424,2027-04-05T22:32:42.186424,True,None,
3447bb21-19f2-4222-97e5-1ee07e588e32,VER_TITLE_000010_001,CLIENT_00171,REG_050,Exclusive,2024-05-17T22:32:42.186450,2024-10-28T22:32:42.186450,False,None,
02af328f-58ba-412c-9b6d-f70c06364a22,VER_TITLE_000010_001,CLIENT_00115,REG_021,Windowed,2026-02-13T22:32:42.186473,2026-09-02T22:32:42.186473,True,Regional,242.0
2d7b636f-8b45-497a-b2a3-e270cc3a231f,VER_TITLE_000010_001,CLIENT_00160,REG_024,Territorial,2024-03-27T22:32:42.186728,2025-09-09T22:32:42.186728,False,None,144.0
0f5d9c07-8f03-4fdd-8625-422969aba492,VER_TITLE_000010_002,CLIENT_00085,REG_030,Territorial,2025-02-19T22:32:42.186962,2026-11-10T22:32:42.186962,True,Country-specific,
b3efaf42-3c29-4b8d-9ffc-4a1312d45815,VER_TITLE_000010_002,CLIENT_00090,REG_012,Windowed,2026-01-01T22:32:42.187057,2027-07-14T22:32:42.187057,True,Regional,
f2332b91-dd6e-495a-88de-0f7f0d19df5a,VER_TITLE_000010_003,CLIENT_00073,REG_008,Exclusive,2023-07-28T22:32:42.187202,2024-04-30T22:32:42.187202,False,None,
29db45a9-e13d-4633-a9d7-e38dbe262938,VER_TITLE_000010_003,CLIENT_00131,REG_044,Territorial,2023-09-16T22:32:42.187279,2024-12-31T22:32:42.187279,False,None,
4caf6e11-ec46-43da-a67e-b1c41435b8cf,VER_TITLE_000010_004,CLIENT_00074,REG_033,Exclusive,2023-09-08T22:32:42.187421,2025-08-03T22:32:42.187421,False,None,
2eb8c713-8b12-4ae4-a1c1-9d06f36550fc,VER_TITLE_000010_004,CLIENT_00103,REG_004,Exclusive,2024-12-06T22:32:42.187504,2026-07-14T22:32:42.187504,True,Country-specific,49.0
5fd266bd-6cc3-4acd-8b20-3d7babbda7ca,VER_TITLE_000010_004,CLIENT_00170,REG_045,Windowed,2023-12-14T22:32:42.187576,2025-12-07T22:32:42.187576,False,None,364.0
6fe96826-8338-4a2b-b4b2-7c1574a1d61c,VER_TITLE_000010_004,CLIENT_00056,REG_025,Exclusive,2025-10-17T22:32:42.187639,2027-09-10T22:32:42.187639,True,Country-specific,
85bb51a1-e919-4287-a613-48c945e273be,VER_TITLE_000011_000,CLIENT_00147,REG_041,Non-exclusive,2025-11-10T22:32:42.187780,2026-11-17T22:32:42.187780,True,Country-specific,
ebf9a94b-f268-4837-93dc-d8e89add3279,VER_TITLE_000011_000,CLIENT_00036,REG_007,Non-exclusive,2024-01-30T22:32:42.187818,2025-04-23T22:32:42.187818,False,Country-specific,156.0
16acc3f5-f2ed-4b22-a004-e4b6dc9e0b75,VER_TITLE_000011_000,CLIENT_00016,REG_025,Exclusive,2024-03-24T22:32:42.187849,2025-08-07T22:32:42.187849,False,None,
1ab1d728-2fa1-4f85-8632-6e5f83574a72,VER_TITLE_000011_000,CLIENT_00122,REG_026,Windowed,2023-10-18T22:32:42.187877,2024-08-30T22:32:42.187877,False,Country-specific,197.0
274d8ab7-36b0-4967-913e-20c5a246e00a,VER_TITLE_000012_000,CLIENT_00137,REG_017,Territorial,2024-07-10T22:32:42.187933,2025-03-21T22:32:42.187933,False,Country-specific,198.0
b38d2de6-c3cd-4d52-91c4-94b4c41078a9,VER_TITLE_000012_001,CLIENT_00107,REG_002,Non-exclusive,2023-12-26T22:32:42.188122,2025-09-22T22:32:42.188122,False,Country-specific,
810493e1-aa63-4e54-ae00-84ef412ce421,VER_TITLE_000012_001,CLIENT_00099,REG_048,Territorial,2024-06-24T22:32:42.188287,2025-08-26T22:32:42.188287,False,Regional,
2c568087-62f9-4536-b054-1c4e61791ea3,VER_TITLE_000012_002,CLIENT_00170,REG_029,Territorial,2024-05-29T22:32:42.188428,2025-10-17T22:32:42.188428,False,Regional,322.0
522317ee-f147-45ab-a24a-c856d1f0c4a6,VER_TITLE_000012_002,CLIENT_00102,REG_015,Exclusive,2025-05-22T22:32:42.188515,2027-05-20T22:32:42.188515,True,Regional,262.0
65e646b8-3e8d-4f04-b581-74463321c630,VER_TITLE_000012_002,CLIENT_00181,REG_025,Windowed,2024-01-05T22:32:42.188581,2024-05-22T22:32:42.188581,False,None,149.0
