job_id,version_id,language_code,job_type,status,completion_date,quality_score,vendor
48a89d6c-2387-48e5-9445-d70e0d0d3db7,VER_TITLE_000008_002,LANG_018,Dubbing,Completed,2026-02-02T18:57:20.188953,0.9066212562656781,Internal
b9902824-2494-435e-b733-410d2d9b2186,VER_TITLE_000008_002,LANG_025,Subtitling,In Progress,,,Hill-Diaz
288c4ec9-94d0-42e3-b22c-ba802de4ed88,VER_TITLE_000008_002,LANG_023,Audio Description,Pending,,,"Pearson, Kim and Harrison"
75f113d2-7463-4deb-a9f6-29fbc34add20,VER_TITLE_000010_000,LANG_028,Audio Description,Completed,2026-03-26T18:57:20.189200,0.7157758797078004,Internal
67b4e06f-e52f-4ae3-8fe1-44de3ce15780,VER_TITLE_000011_000,LANG_010,Dubbing,Completed,2026-03-20T18:57:20.189255,0.92963677942142,Internal
bd2a9859-44b1-4448-ab01-dcc71cacc970,VER_TITLE_000011_002,LANG_021,Audio Description,QA Review,,,Internal
5b0cd305-d2ca-4efd-9df4-6700ee68de92,VER_TITLE_000011_002,LANG_030,Subtitling,Pending,,,Internal
8908e8b4-b8af-4a3f-b187-f3e5d4146604,VER_TITLE_000011_002,LANG_013,Dubbing,Pending,,,Preston and Sons
09b56b44-e4be-4b4f-9684-b237ba7dfda8,VER_TITLE_000013_000,LANG_011,Subtitling,QA Review,,,Internal
68267cc6-22dc-489d-a8ea-9d21143680fb,VER_TITLE_000015_000,LANG_005,Audio Description,In Progress,,,Internal
d0815c37-f8b8-434c-ba22-774c3b0b3ac9,VER_TITLE_000015_001,LANG_022,Subtitling,Pending,,,Robles Inc
36c094b0-e322-4695-9e7b-ad8ff302f360,VER_TITLE_000015_002,LANG_019,Dubbing,QA Review,,,Internal
0214baa8-d36d-40d0-bd7a-3c28da6c2282,VER_TITLE_000016_000,LANG_016,Dubbing,Pending,,,Internal
666088fd-73bc-44cf-8cc8-ec4a430ce930,VER_TITLE_000016_002,LANG_026,Subtitling,In Progress,,,Jones and Sons
8b3aea07-3633-4f13-8ee2-7558a76d5bde,VER_TITLE_000016_002,LANG_012,Subtitling,QA Review,,,Internal
b877e987-8d6f-426a-9a7e-969df881aed5,VER_TITLE_000016_002,LANG_014,Dubbing,Pending,,,"King, Davis and Miller"
54599c35-f39b-4536-a7aa-a7121fdce57c,VER_TITLE_000016_003,LANG_006,Dubbing,In Progress,,,Lewis PLC
65e4b489-738d-4aa2-9731-3248489bf7d1,VER_TITLE_000016_004,LANG_030,Voice-over,In Progress,,,Internal
606c3c49-5561-446f-a5db-6ad42f57d0d9,VER_TITLE_000016_004,LANG_016,Dubbing,QA Review,,,Internal
90b03666-63c3-4bfe-9672-c2326bfb90ce,VER_TITLE_000016_004,LANG_001,Subtitling,Pending,,,"Roberts, Schmidt and Kim"
75247bb8-e520-4b26-a0b6-4e53a793036b,VER_TITLE_000017_000,LANG_028,Audio Description,Completed,2026-01-05T18:57:20.190289,0.8488180847037059,Martinez-Howe
24eece5c-d63e-4f56-ab05-82e09a41fb63,VER_TITLE_000017_000,LANG_021,Voice-over,Pending,,,Mclaughlin-Williams
c4702cfd-847e-4e22-ad4e-be81f0ebc252,VER_TITLE_000017_001,LANG_008,Dubbing,Completed,2026-05-12T18:57:20.190498,0.7434812221478106,Anderson Ltd
b4025881-3882-4446-b61a-8a96c79c90bd,VER_TITLE_000019_000,LANG_030,Subtitling,QA Review,,,Internal
fc8db347-a665-42d8-a319-c76ee23a2dba,VER_TITLE_000019_001,LANG_011,Voice-over,Completed,2026-04-22T18:57:20.190648,0.9916832372662572,Pham-Hodge
0fe34ec3-e4ba-462f-a159-2968347a9a3d,VER_TITLE_000019_001,LANG_013,Dubbing,Completed,2026-04-04T18:57:20.190732,0.7184262877422728,Internal
07a9451d-5a03-4c2b-933f-a76b23823ba8,VER_TITLE_000019_002,LANG_001,Voice-over,QA Review,,,"Combs, Roberts and Miller"
eea3058a-ca2a-4114-8bfe-e04833242b96,VER_TITLE_000019_003,LANG_022,Dubbing,QA Review,,,Joseph Group
6b243793-36e4-47e6-b005-5d3e6ba63b23,VER_TITLE_000019_003,LANG_027,Subtitling,Pending,,,Barrett Inc
8aa82052-3735-4904-9453-85c6540256bb,VER_TITLE_000019_003,LANG_001,Audio Description,Pending,,,Kelly LLC
0bd6f09d-d5fa-4e78-a232-0d40f2b92139,VER_TITLE_000020_000,LANG_010,Voice-over,Pending,,,Internal
14378812-7ff8-4769-a6ed-6fd4324af089,VER_TITLE_000020_000,LANG_030,Voice-over,Pending,,,Internal
71e92549-dc0e-419a-a6da-3f2b58ac93d0,VER_TITLE_000020_000,LANG_013,Audio Description,Completed,2026-02-03T18:57:20.191150,0.9899470415827019,Internal
9cf91d57-5ef9-4054-b775-9deaa020a25c,VER_TITLE_000020_001,LANG_003,Voice-over,Pending,,,Internal
b95275a9-8a6d-49ae-ac15-259d0c5b0e4d,VER_TITLE_000020_003,LANG_005,Audio Description,Pending,,,Internal
f85eb1c3-274f-44c4-83ff-e7462b262a2c,VER_TITLE_000020_003,LANG_028,Subtitling,In Progress,,,"May, Tran and Valdez"
849cd41a-0d0f-41b5-8476-eea649748441,VER_TITLE_000020_005,LANG_027,Subtitling,Pending,,,Internal
52e9a2a4-67fa-45fa-9f43-0722e279a88c,VER_TITLE_000020_005,LANG_004,Voice-over,Pending,,,Internal
52890aee-2ac2-4816-8105-b327475fa60b,VER_TITLE_000021_002,LANG_018,Audio Description,Pending,,,"Miller, Nichols and Anderson"
7001b328-281b-4124-9c64-c6dc010ba01f,VER_TITLE_000021_002,LANG_009,Subtitling,QA Review,,,Internal
aee1bde9-a068-47e6-a657-adf8fed0d2ef,VER_TITLE_000021_003,LANG_027,Subtitling,Pending,,,Henry-Odom
eca7c737-2da4-40a1-8b80-51faec8f8a5f,VER_TITLE_000021_005,LANG_027,Dubbing,In Progress,,,Internal
b571e382-209a-4a53-ab42-93b82acbbf74,VER_TITLE_000021_005,LANG_002,Subtitling,Completed,2025-12-27T18:57:20.191860,0.8528196011776107,Johnson-Wagner
71b0229f-caa6-49f6-943c-bdb828e1f20b,VER_TITLE_000021_005,LANG_015,Subtitling,Completed,2026-03-14T18:57:20.191941,0.9342451137874139,Gordon-Santiago
0fcf3c73-9a60-453f-99a7-8bdbac3dcea3,VER_TITLE_000022_000,LANG_011,Subtitling,Pending,,,Internal
d8947278-b6a6-480b-89dc-90db9f771fd3,VER_TITLE_000022_001,LANG_028,Dubbing,Pending,,,Internal
448e5aed-e3de-4f44-a051-9001de1f7959,VER_TITLE_000023_000,LANG_023,Dubbing,Pending,,,"Anderson, Rivera and Miller"
048e7487-ee00-4d84-a02c-e4fa17d009ea,VER_TITLE_000023_000,LANG_010,Dubbing,Pending,,,Dawson PLC
29e46982-0f90-4f49-b86d-7ec2c6be44ba,VER_TITLE_000023_001,LANG_026,Dubbing,QA Review,,,Internal
4e805029-4939-4da0-93da-cee66a45c0fc,VER_TITLE_000023_001,LANG_001,Voice-over,In Progress,,,Internal
bbbeff1f-eced-4851-a2d1-034208029b80,VER_TITLE_000024_002,LANG_014,Voice-over,QA Review,,,"Pierce, Spencer and Lynch"
54d66d85-38f4-4b3b-aac5-9caf27651f2a,VER_TITLE_000024_003,LANG_025,Subtitling,Completed,2026-01-19T18:57:20.192581,0.841467467195435,Michael Inc
b2fbb861-e041-4241-bbe0-23993586382b,VER_TITLE_000024_003,LANG_004,Dubbing,In Progress,,,"Ross, Taylor and Robinson"
0a5fba11-a086-4cad-9332-8e2a33d0d32b,VER_TITLE_000025_002,LANG_019,Subtitling,QA Review,,,"Gates, Taylor and Wolf"
88625a1b-a674-4497-9dcb-9ce599b60fb0,VER_TITLE_000025_003,LANG_008,Subtitling,In Progress,,,Internal
8596c5ae-9fcf-4a15-97b1-c26952e8dcae,VER_TITLE_000025_003,LANG_024,Audio Description,Pending,,,"Soto, Castillo and Tucker"
424602cd-11dd-48cd-83c5-ba76629e4f73,VER_TITLE_000025_003,LANG_020,Audio Description,Completed,2026-05-13T18:57:20.193076,0.7596927961444573,Internal
8e15a423-a603-45dd-9e77-1713424d74d2,VER_TITLE_000027_000,LANG_026,Voice-over,Completed,2026-02-05T18:57:20.193147,0.805534283924293,Terrell-Ferguson
c15070a3-6070-4f90-a7c1-cb1baad1e623,VER_TITLE_000027_000,LANG_024,Voice-over,Completed,2026-02-03T18:57:20.193247,0.8289494322861906,Internal
f83689db-659f-42b9-92a0-f4e696af42f3,VER_TITLE_000027_000,LANG_030,Voice-over,In Progress,,,Adams-Manning
ce0d7407-6857-4d63-9498-2ce10bbfb8d7,VER_TITLE_000028_003,LANG_007,Dubbing,In Progress,,,"Hernandez, Lopez and Gonzalez"
7578319c-a3b9-4e18-9b1b-8210244e45d3,VER_TITLE_000028_004,LANG_020,Dubbing,In Progress,,,Internal
6996d172-00f3-41c8-b2fb-d735796dd359,VER_TITLE_000028_004,LANG_029,Subtitling,QA Review,,,Internal
5f933b10-3030-4eaf-a6cb-b326e76057cf,VER_TITLE_000028_004,LANG_026,Subtitling,Pending,,,Internal
cadc13da-4e62-445e-97e9-18c97c84fc8c,VER_TITLE_000028_005,LANG_023,Audio Description,In Progress,,,Internal
63a7291a-ada0-44fb-abdd-e7743cc494d4,VER_TITLE_000028_005,LANG_013,Voice-over,Completed,2025-12-28T18:57:20.193626,0.8538972442836807,"Lopez, Gonzales and King"
4a8b7998-f8c0-4f2e-89f9-dc9efdd2696f,VER_TITLE_000029_001,LANG_029,Dubbing,Completed,2026-03-09T18:57:20.193783,0.9318986421947257,Internal
f57bd631-29ee-4e34-b065-6129b22c4c0b,VER_TITLE_000029_001,LANG_010,Dubbing,QA Review,,,Internal
888f8675-374d-4463-8fba-57cd1fca75b7,VER_TITLE_000029_001,LANG_015,Voice-over,Completed,2026-01-29T18:57:20.193799,0.7174507828725731,Harris-Baldwin
b10eb552-b986-42dc-a41c-f227ada6e801,VER_TITLE_000029_002,LANG_029,Audio Description,Completed,2026-02-25T18:57:20.193925,0.830400668879967,Internal
30f1023b-cf95-4728-b33d-f5a5e441c96a,VER_TITLE_000029_002,LANG_011,Subtitling,QA Review,,,Internal
86acef5c-8812-4791-85b0-b80d63aa0cc5,VER_TITLE_000029_004,LANG_009,Subtitling,QA Review,,,Internal
fde4fb04-86dd-414a-afec-70d839505693,VER_TITLE_000029_004,LANG_026,Audio Description,Pending,,,Internal
11a22676-8290-40a3-85ed-6d36c1588e48,VER_TITLE_000030_000,LANG_026,Dubbing,QA Review,,,Internal
73290ba3-43cd-44b5-a650-d4d47fe7a931,VER_TITLE_000030_000,LANG_024,Dubbing,Pending,,,Internal
b58d4aeb-f80a-4b0d-b792-709bfb7adf4f,VER_TITLE_000031_000,LANG_001,Subtitling,In Progress,,,Internal
939ee231-dd81-4132-aa6d-34add70d7491,VER_TITLE_000031_000,LANG_009,Voice-over,Pending,,,Internal
5ea3a089-9d3c-4b52-bc55-c97b99180967,VER_TITLE_000032_000,LANG_025,Dubbing,Completed,2026-01-11T18:57:20.194147,0.8351639984519146,Castillo Group
218d9a3d-4180-4b0e-9078-2725b16f4234,VER_TITLE_000032_000,LANG_023,Voice-over,Completed,2025-12-17T18:57:20.194200,0.8862096655661109,Internal
2139aed2-e60a-481b-a480-600af23867ef,VER_TITLE_000032_002,LANG_010,Audio Description,QA Review,,,Bell Group
1df37086-240b-4341-8a38-42bf3aa34615,VER_TITLE_000032_002,LANG_014,Voice-over,QA Review,,,"Oconnor, Lewis and Romero"
9ca24ab0-4dd0-4bb1-889b-1fc97007bfaa,VER_TITLE_000032_003,LANG_015,Voice-over,Completed,2026-02-17T18:57:20.194461,0.9618989603570938,"Baldwin, Moss and Edwards"
62d5e9c2-61ab-48de-b719-1af210fa5d41,VER_TITLE_000032_004,LANG_026,Voice-over,In Progress,,,Internal
98e13eaf-41d8-4766-8570-be22d4eed0b1,VER_TITLE_000033_002,LANG_006,Voice-over,Pending,,,Internal
89d841c8-59ba-4aba-8634-1a4da98d68f6,VER_TITLE_000033_002,LANG_005,Subtitling,Completed,2026-05-14T18:57:20.194674,0.8424940160521276,Dickson-King
e7761ccd-f2f8-472c-9b5a-d756b67cd392,VER_TITLE_000033_002,LANG_020,Audio Description,QA Review,,,"Harris, Reynolds and Andersen"
90d1982e-24d1-4079-932b-c8a869b3e156,VER_TITLE_000033_003,LANG_002,Voice-over,Completed,2026-01-11T18:57:20.194904,0.8975035901612269,"Hodge, Crawford and Rowe"
95fc88d1-258c-43ea-beae-8d0c4cb82a69,VER_TITLE_000033_003,LANG_024,Dubbing,QA Review,,,Stone PLC
1fac3c54-71ec-4e6e-bb26-eba7468474fa,VER_TITLE_000034_000,LANG_023,Audio Description,Completed,2026-03-17T18:57:20.195141,0.9598965084207468,Ortega Group
dfa38e4d-da9e-48b4-9c47-f85fe65b235e,VER_TITLE_000034_000,LANG_017,Dubbing,QA Review,,,Internal
ef5951f4-48ff-4c3c-9e31-7f86ddb36dad,VER_TITLE_000034_000,LANG_003,Subtitling,Completed,2025-12-25T18:57:20.195209,0.8954094095005142,Mcbride-Hernandez
d17546e6-62ce-4f1a-838a-8fcefa919876,VER_TITLE_000034_001,LANG_020,Subtitling,Pending,,,Internal
04f34193-8692-4114-9217-2fcdcc82670a,VER_TITLE_000034_001,LANG_015,Dubbing,Pending,,,Internal
3ce7f4d6-961e-424c-b9ce-da0b03c87b20,VER_TITLE_000035_003,LANG_003,Audio Description,In Progress,,,Stafford Group
072e480d-7326-4fc8-b5b0-d202012d69b5,VER_TITLE_000035_003,LANG_024,Dubbing,Completed,2026-02-28T18:57:20.195450,0.9974884064220788,Internal
95ffe9ac-526a-4e7e-a3bd-11bd93567725,VER_TITLE_000035_003,LANG_030,Dubbing,QA Review,,,Internal
5f0ab2d2-5e41-48ed-80b9-af86d964d9e0,VER_TITLE_000036_000,LANG_029,Voice-over,Pending,,,Internal
87648f57-95fd-4e36-bd54-4735f57afd01,VER_TITLE_000038_001,LANG_030,Voice-over,Completed,2026-01-19T18:57:20.195564,0.9712304860921105,Internal
632d2e6c-cca6-46e9-8358-e025cc71a0b2,VER_TITLE_000038_002,LANG_015,Dubbing,Pending,,,Burke-Stevens
e3785f8e-86da-4957-bc3d-b3596f0ce184,VER_TITLE_000038_002,LANG_024,Dubbing,QA Review,,,Ball PLC
1f556867-b25a-451d-b19a-f23f669a864c,VER_TITLE_000038_002,LANG_005,Audio Description,Completed,2025-12-08T18:57:20.195741,0.9468022033859246,Watson Group
a930130a-b451-4d3f-b80a-9ac04d84f2ea,VER_TITLE_000038_003,LANG_004,Audio Description,Pending,,,Internal
5216f5cb-0a43-45c3-a98d-a2357050395c,VER_TITLE_000040_000,LANG_029,Voice-over,In Progress,,,Fitzgerald Ltd
8fd27f46-ba5b-4e8b-822f-77c36da53217,VER_TITLE_000040_002,LANG_009,Audio Description,QA Review,,,Internal
c58ef255-228e-40ca-91fc-c729956e0d96,VER_TITLE_000040_002,LANG_025,Audio Description,Completed,2026-02-22T18:57:20.195985,0.8606903312240813,Internal
0ee8d76d-7607-442b-9ebe-1df26afeb060,VER_TITLE_000041_001,LANG_014,Dubbing,In Progress,,,Internal
d446ef74-3f94-4a1b-ad5b-ae2bee0c1c10,VER_TITLE_000041_001,LANG_016,Voice-over,QA Review,,,"Adkins, Anderson and Brown"
7a8d81b4-0ee1-4d51-aa71-326da9d9bfb0,VER_TITLE_000042_000,LANG_005,Subtitling,QA Review,,,Scott PLC
81bf7f94-5c52-4bcf-88f5-b0e9eafd85f7,VER_TITLE_000043_000,LANG_006,Audio Description,Completed,2025-12-05T18:57:20.196293,0.928082204842404,Internal
911141cc-8e8b-4986-ba56-a33182276036,VER_TITLE_000043_000,LANG_030,Subtitling,Completed,2026-01-20T18:57:20.196306,0.9787873272355119,Internal
5285a966-6de0-40ca-be28-141ed4699ec8,VER_TITLE_000044_000,LANG_018,Audio Description,Completed,2026-03-12T18:57:20.196358,0.7366549364883892,Internal
6fbeed5a-f189-425a-9119-cc155bd98e25,VER_TITLE_000044_000,LANG_004,Dubbing,Completed,2025-12-15T18:57:20.196368,0.7419120439990087,Internal
f01ee3e6-6e88-461b-9c33-988680e75801,VER_TITLE_000044_001,LANG_025,Dubbing,Pending,,,Tate Inc
5428fcd7-7fae-4657-80f5-07df26667b42,VER_TITLE_000045_000,LANG_013,Audio Description,Completed,2026-02-14T18:57:20.196516,0.7707290219478536,"Cox, Love and Nguyen"
a9bd95af-faa7-4f48-bd7f-6748cc2008d9,VER_TITLE_000045_000,LANG_008,Dubbing,Completed,2026-04-27T18:57:20.196635,0.938617836190775,Carter Inc
48c82ff8-5361-42b6-ab58-90aac9b33653,VER_TITLE_000045_000,LANG_018,Dubbing,Pending,,,Internal
5711dfa4-5274-407e-8974-301400608651,VER_TITLE_000046_000,LANG_012,Dubbing,Pending,,,Internal
37bc7723-5309-4cf3-accc-623e40916700,VER_TITLE_000047_000,LANG_022,Dubbing,Pending,,,Internal
a02ef35e-3c5f-484a-965f-9e8727e61bb3,VER_TITLE_000047_003,LANG_008,Subtitling,Pending,,,"Sims, Rose and Thompson"
968b4f3c-a234-45c4-a200-381ee0bcd3e4,VER_TITLE_000047_003,LANG_025,Audio Description,QA Review,,,Internal
8194c352-d022-42a4-9350-c1ecdd4e0cdf,VER_TITLE_000048_000,LANG_026,Subtitling,Pending,,,Internal
6677fb98-f86a-44d0-ad2a-6b6ce57f73da,VER_TITLE_000048_000,LANG_016,Subtitling,QA Review,,,Internal
133b934a-b99d-499a-a876-a2ff435783cf,VER_TITLE_000049_000,LANG_010,Subtitling,In Progress,,,Wang-Arias
a50e94ee-a569-4ca3-b2a4-ac7da7cf8daf,VER_TITLE_000049_000,LANG_029,Subtitling,Completed,2026-03-05T18:57:20.197187,0.9568465886593598,Murphy-King
a1fcf509-aa79-45e0-a2a6-0fc84eb2facc,VER_TITLE_000049_000,LANG_019,Dubbing,In Progress,,,Internal
7f29a376-4493-43c3-b339-5aeacc149518,VER_TITLE_000049_005,LANG_012,Voice-over,Completed,2026-04-12T18:57:20.197324,0.7401208565521122,Internal
af4e40c9-99e8-4c60-8091-86303a9db5f0,VER_TITLE_000050_003,LANG_029,Audio Description,Pending,,,"Shepard, Cline and Suarez"
29abc6f0-1833-4263-8c7c-672d9318e549,VER_TITLE_000051_002,LANG_010,Dubbing,Pending,,,Internal
708216f9-77d0-4340-a1c0-8f95bfc69424,VER_TITLE_000051_002,LANG_015,Dubbing,In Progress,,,"Armstrong, Miller and Joseph"
9696d501-c54d-4e1a-8e26-27e9040091ef,VER_TITLE_000052_003,LANG_022,Dubbing,Pending,,,Reilly Ltd
c36c0d20-3810-4988-820b-a829a52d270d,VER_TITLE_000052_003,LANG_010,Voice-over,Pending,,,Internal
08668b67-0e4e-4008-8764-6ae5a615bd07,VER_TITLE_000053_001,LANG_012,Dubbing,In Progress,,,Garza Inc
c54ad50d-0375-4d34-85c3-5d0c9fae1fa3,VER_TITLE_000054_000,LANG_003,Voice-over,QA Review,,,Internal
e59ed72f-f564-4de2-8ffc-4a3cfac3abde,VER_TITLE_000054_000,LANG_010,Subtitling,QA Review,,,Jackson PLC
02208acb-fec9-43c7-ad3e-f5857ccbd013,VER_TITLE_000054_001,LANG_019,Subtitling,Completed,2025-12-26T18:57:20.198046,0.9706254516914317,Internal
aef77e69-0f0f-4769-9f06-26dec7ef3a5d,VER_TITLE_000054_001,LANG_010,Voice-over,QA Review,,,Internal
2779b79c-fcd7-4263-86c4-13af37bbdeec,VER_TITLE_000055_000,LANG_010,Voice-over,Pending,,,"Robinson, Neal and Martin"
d1458130-4400-4732-8f7f-c15a2c9dea70,VER_TITLE_000055_000,LANG_002,Voice-over,Pending,,,Evans-Singh
93eec0aa-6bd9-4fea-a529-7c6272c8fdf8,VER_TITLE_000055_002,LANG_024,Voice-over,QA Review,,,Internal
ea26b9fe-e1c6-440d-a459-10f061296146,VER_TITLE_000055_002,LANG_019,Audio Description,In Progress,,,Internal
cf9b9131-87f6-4808-9a6d-4d95958c63d9,VER_TITLE_000056_000,LANG_030,Dubbing,Pending,,,Internal
f89e58ec-04e6-41d5-a32b-01ee5bda5876,VER_TITLE_000056_000,LANG_007,Voice-over,Completed,2026-05-20T18:57:20.198423,0.951181332774936,"Medina, Hudson and Mcbride"
73b03c39-b3df-4fe5-8fc6-15bea557b9fb,VER_TITLE_000056_000,LANG_002,Subtitling,Completed,2026-02-06T18:57:20.198544,0.7836700318760861,"Marquez, Hanson and Nash"
039be2a8-35d5-493c-a5fe-04f952a41387,VER_TITLE_000056_001,LANG_008,Audio Description,QA Review,,,Molina-Castaneda
f54fc1d9-4ad5-4d36-9e58-d360f115ef06,VER_TITLE_000056_001,LANG_024,Dubbing,QA Review,,,Garcia LLC
8d41b5db-3231-4c4e-82f5-3a23ca7b9ac5,VER_TITLE_000056_001,LANG_010,Audio Description,QA Review,,,"Hess, Fisher and Carter"
6fa8e7e0-0981-46d2-9607-45547f298c8d,VER_TITLE_000056_003,LANG_012,Voice-over,QA Review,,,Lopez-Martin
f76f1acd-c1c1-4925-8364-04ea2218d7d1,VER_TITLE_000056_003,LANG_003,Audio Description,Pending,,,Internal
74ed64d3-6097-490b-aee1-5deaade60bd8,VER_TITLE_000057_000,LANG_029,Voice-over,QA Review,,,Robertson Inc
e971a973-fe71-4c81-9f60-ffb9c706fe0e,VER_TITLE_000057_000,LANG_009,Audio Description,Completed,2026-03-24T18:57:20.199256,0.9105349062840981,Zimmerman-Galloway
a542c250-cd7c-4948-a70e-f91388f5b394,VER_TITLE_000058_000,LANG_028,Dubbing,QA Review,,,Internal
be1cd27d-b742-42a8-a7c3-8bce1e3e98d6,VER_TITLE_000058_000,LANG_027,Voice-over,In Progress,,,Bowen-Waters
ff4813a2-86b0-4c7a-8ef1-7ce1e4874fcd,VER_TITLE_000058_000,LANG_023,Audio Description,In Progress,,,Little Group
de130aaa-3a17-4924-9b8c-8031c898b3a0,VER_TITLE_000058_002,LANG_012,Dubbing,Completed,2026-01-10T18:57:20.199599,0.866850652804702,Internal
35f1111a-0aad-4136-8f64-6a244e62f86a,VER_TITLE_000058_002,LANG_020,Audio Description,Pending,,,Internal
94a07d10-b24f-4d71-bc0c-9056c8c8d09e,VER_TITLE_000058_002,LANG_029,Dubbing,In Progress,,,Internal
958a4d6c-f947-4ea0-8600-d8c4718c4ee5,VER_TITLE_000059_000,LANG_019,Audio Description,QA Review,,,"Burns, Chavez and Tucker"
e1a11632-5565-419d-ac8b-a3f0e74e6679,VER_TITLE_000059_000,LANG_003,Audio Description,Completed,2026-03-24T18:57:20.199788,0.995244412282625,Benson Ltd
14fadb18-6ca1-411b-9622-1278c40ae410,VER_TITLE_000059_002,LANG_001,Voice-over,QA Review,,,Internal
299ec91a-b3e9-44b4-83f8-d8f13919716d,VER_TITLE_000059_002,LANG_024,Subtitling,Completed,2025-12-16T18:57:20.199903,0.7782561522088257,Rodriguez PLC
48a4c64b-e6f3-4da9-a9cf-a5872fb38baf,VER_TITLE_000059_002,LANG_013,Dubbing,QA Review,,,Newton Group
15e64577-3b10-479d-a10c-8ab1c55e761f,VER_TITLE_000060_000,LANG_028,Dubbing,Pending,,,"Jones, Gallagher and Holloway"
09a1aee2-4022-4162-add1-3b2d0f56a6eb,VER_TITLE_000061_002,LANG_027,Voice-over,Pending,,,"Smith, Dominguez and Hernandez"
6b10cc31-21fb-4e8e-bb56-201f1fdd96b6,VER_TITLE_000061_002,LANG_023,Dubbing,Completed,2026-04-13T18:57:20.200376,0.7430501639543271,"Mercer, Simmons and Gomez"
